id,name_en,name_de,name_es,category,force_type,mechanic,difficulty,equipment,body_part,primary_muscles,secondary_muscles,goals,tags,met,is_unilateral,is_bodyweight,description_en,instructions_en,image_flat_start,image_flat_peak,image_flat_main
hex-bar-deadlift,Hex Bar Deadlift,Hex-Bar Deadlift,Peso Muerto con Barra Hexagonal,strength,pull,compound,intermediate,trap_bar,back,erector_spinae|gluteus_maximus|quadriceps,forearm_flexors|hamstrings|trapezius,hypertrophy|strength,shoulder_safe|knee_safe,6.0,False,False,"A deadlift standing inside a hex (trap) bar, keeping the load centered for a more upright, back-friendly pull.",Stand inside a loaded trap bar with feet shoulder-width apart. | Hinge at the hips and knees to grip the handles. | Brace your core and set your back flat. | Drive through your heels and extend hips and knees to stand up. | Lock out at the top with shoulders pulled back. | Lower the bar back to the floor under control.,images/flat/hex-bar-deadlift-start.webp,images/flat/hex-bar-deadlift-peak.webp,
high-plank,High Plank,High Plank,Plancha Alta,strength,static,compound,beginner,,core,rectus_abdominis|transverse_abdominis,erector_spinae|obliques,endurance|strength,core|calisthenics|lower_back_safe|knee_safe|no_axial_load|shoulder_safe,5.0,False,True,A plank variation with arms fully extended in a push-up position.,Start in a push-up position with arms fully extended. | Keep your body in a straight line from head to heels. | Brace your core and hold the position. | Breathe steadily throughout.,,,images/flat/high-plank-main.webp
hip-abduction,Machine Hip Abduction,Maschinen-Hüftabduktion,Abducción de Cadera en Máquina,strength,push,isolation,beginner,hip_abduction_machine,upper_legs,gluteus_medius,abductors,hypertrophy,leg_day|knee_safe|shoulder_safe|no_axial_load|lower_back_safe,5.0,False,False,A machine exercise targeting the outer hip muscles.,Sit in the hip abduction machine with pads against your outer thighs. | Push your legs apart against the resistance. | Hold briefly at the widest point. | Return to the starting position with control. | Repeat.,images/flat/hip-abduction-start.webp,images/flat/hip-abduction-peak.webp,
hip-adduction,Hip Adduction,Hüftadduktion,Aducción de cadera,strength,pull,isolation,intermediate,hip_adduction_machine,upper_legs,adductors,,hypertrophy,lower_back_safe|knee_safe|shoulder_safe|no_axial_load,5.0,False,False,"A machine exercise pressing the legs together against resistance, isolating and strengthening the inner-thigh adductors.",Sit on the hip adduction machine with your back against the pad. | Place your legs against the pads with the machine set to a comfortable stretch. | Squeeze your legs together until the pads meet in the middle. | Hold the squeeze briefly in the fully closed position. | Let your legs open back out under control to the start. | Repeat for the desired number of reps.,images/flat/hip-adduction-start.webp,images/flat/hip-adduction-peak.webp,
hip-thrust,Barbell Hip Thrust,Langhantel Hip Thrust,Hip thrust con barra,strength,push,compound,intermediate,barbell,upper_legs,gluteus_maximus|gluteus_medius,hamstrings,hypertrophy|strength,leg_day|lower_back_safe|knee_safe|shoulder_safe|no_axial_load|requires_bench,6.0,False,False,A compound glute exercise using a barbell across the hips.,"Sit on the floor with your upper back against a bench, barbell across your hips. | Drive your hips up until your thighs are parallel to the floor. | Squeeze your glutes at the top. | Lower your hips back down with control. | Repeat.",images/flat/hip-thrust-start.webp,images/flat/hip-thrust-peak.webp,
horizontal-leg-press,Horizontal Leg Press,Horizontale Beinpresse,Prensa de piernas horizontal,strength,push,compound,beginner,leg_press,upper_legs,gluteus_maximus|quadriceps,hamstrings,hypertrophy|strength,leg_day|lower_back_safe|shoulder_safe|no_axial_load|knee_safe,6.0,False,False,"A machine leg press performed horizontally, targeting quads, glutes, and hamstrings.",Sit in a horizontal leg press machine and place feet shoulder-width apart. | Unlock the machine and lower the platform toward your chest. | Press the platform back to the start. | Repeat.,images/flat/horizontal-leg-press-start.webp,images/flat/horizontal-leg-press-peak.webp,
incline-bench-ez-bar-press,Incline EZ-Bar Bench Press,Schrägbankdrücken mit SZ-Stange,Press en banco inclinado con barra Z,strength,push,compound,intermediate,ez_bar,chest,pectoralis_major,anterior_deltoid|triceps_brachii,hypertrophy|strength,push_day|knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,6.0,False,False,An incline press with an EZ-bar targeting the upper chest with a joint-friendly grip.,Set bench to 30–45 degrees. Grip the EZ-bar with hands on the angled sections. | Lower the bar to your upper chest. | Press back up to full extension. | Repeat.,images/flat/incline-bench-ez-bar-press-start.webp,images/flat/incline-bench-ez-bar-press-peak.webp,
incline-bench-press,Incline Barbell Bench Press,Schrägbankdrücken mit Langhantel,Press en banco inclinado con barra,strength,push,compound,intermediate,barbell,chest,pectoralis_major,anterior_deltoid|triceps_brachii,hypertrophy|strength,push_day|knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,6.0,False,False,A barbell pressing movement on an incline bench targeting the upper chest.,Lie on an incline bench set to 30-45 degrees. | Grip the bar slightly wider than shoulder-width and unrack. | Lower the bar to your upper chest. | Press the bar back up to full extension. | Repeat.,images/flat/incline-bench-press-start.webp,images/flat/incline-bench-press-peak.webp,
incline-db-curl,Incline Dumbbell Curl,Schrägbank-Kurzhantelcurl,Curl con mancuernas en banco inclinado,strength,pull,isolation,intermediate,dumbbell,upper_arms,biceps_brachii,brachialis,hypertrophy,arm_day|knee_safe|shoulder_safe|no_axial_load|lower_back_safe|requires_bench,5.0,False,False,A bicep curl on an incline bench for a deeper stretch of the long head.,"Sit on an incline bench set to 45 degrees, holding dumbbells at your sides. | Let your arms hang straight down with palms forward. | Curl the dumbbells up toward your shoulders. | Lower with control to full extension. | Repeat.",images/flat/incline-db-curl-start.webp,images/flat/incline-db-curl-peak.webp,
incline-db-press,Incline Dumbbell Press,Schrägbankdrücken mit Kurzhanteln,Press con mancuernas en banco inclinado,strength,push,compound,intermediate,dumbbell,chest,pectoralis_major,anterior_deltoid|triceps_brachii,hypertrophy|strength,push_day|knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,6.0,False,False,An incline pressing movement emphasizing the upper chest.,Set bench to 30-degree incline and sit back with dumbbells at shoulder level. | Press dumbbells up and together until arms are fully extended. | Lower dumbbells back to shoulder level with control. | Repeat.,images/flat/incline-db-press-start.webp,images/flat/incline-db-press-peak.webp,
incline-dumbbell-fly,Incline Dumbbell Fly,Schrägbank-Kurzhantelflys,Apertura con mancuernas en banco inclinado,strength,pull,isolation,intermediate,dumbbell,chest,pectoralis_major,anterior_deltoid|biceps_brachii,hypertrophy,knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,5.0,False,False,"An incline isolation exercise opening dumbbells in a wide arc, stretching and targeting the upper chest.",Lie back on an incline bench holding dumbbells above your chest. | Press the dumbbells up with palms facing each other. | Maintain a slight bend in your elbows throughout. | Lower the dumbbells in a wide arc until you feel a chest stretch. | Squeeze your chest to bring the dumbbells back together. | Repeat for the desired number of reps.,images/flat/incline-dumbbell-fly-start.webp,images/flat/incline-dumbbell-fly-peak.webp,
incline-hammer-curl,Incline Hammer Curl,Schrägbank-Hammer-Curl,Curl martillo en banco inclinado,strength,pull,isolation,intermediate,dumbbell,upper_arms,biceps_brachii|brachialis,forearm_flexors,hypertrophy,arm_day|knee_safe|shoulder_safe|no_axial_load|lower_back_safe|requires_bench,5.0,False,False,A hammer curl performed on an incline bench for increased stretch and biceps long-head activation.,Sit on an incline bench holding dumbbells with a neutral grip. | Allow arms to hang straight. | Curl the dumbbells up in a hammer motion. | Lower slowly. | Repeat.,images/flat/incline-hammer-curl-start.webp,images/flat/incline-hammer-curl-peak.webp,
incline-push-ups,Incline Push-Up,Incline Push-Up,Push-up inclinado,strength,push,compound,beginner,,chest,pectoralis_major,anterior_deltoid|triceps_brachii,hypertrophy|endurance,calisthenics|knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,5.0,False,True,A beginner-friendly push-up variation with hands elevated on a bench or step.,"Place your hands on a bench or elevated surface, shoulder-width apart. | Extend your legs behind you into a plank position. | Lower your chest toward the bench by bending your elbows. | Push back up to the starting position. | Repeat.",images/flat/incline-push-ups-start.webp,images/flat/incline-push-ups-peak.webp,
inverted-row,Inverted Row,Inverted Row,Remo invertido,strength,pull,compound,intermediate,barbell,back,latissimus_dorsi|rhomboids|trapezius,biceps_brachii|posterior_deltoid|rectus_abdominis,hypertrophy|strength,knee_safe|no_axial_load|lower_back_safe|shoulder_safe,6.0,False,False,"A horizontal bodyweight pulling exercise performed under a fixed bar, pulling the chest to the bar while keeping the body rigid.","Set a barbell in a rack at about waist height. | Lie underneath and grip the bar slightly wider than shoulder-width with an overhand grip. | Hang with arms extended, heels on the floor, body straight from head to ankles. | Pull your chest to the bar, squeezing the shoulder blades together. | Lower yourself under control until arms are fully extended. | Repeat.",images/flat/inverted-row-start.webp,images/flat/inverted-row-peak.webp,
isometric-neck-side,Isometric Neck Lateral Flexion,Isometrische seitliche Halsbeugung,Flexión Lateral Isométrica de Cuello,strength,static,isolation,beginner,,shoulders,trapezius,,rehabilitation|strength,shoulder_safe,3.5,True,True,"A static side-neck drill using the hand as resistance against the head, training the sternocleidomastoid and scalene without hardware.","Sit or stand tall. Place the palm of one hand against the side of the head, above the ear. | Press the head into the hand while resisting equally with the hand — the head does not move. | Hold the isometric contraction for 5 to 10 seconds. | Release slowly, then repeat on the same side for the set. | Switch sides and repeat.",,,images/flat/isometric-neck-side-main.webp
jackknife-sit-up,Jackknife Sit-Up,Jackknife Sit-Up,Abdominal navaja,strength,dynamic,compound,intermediate,,core,rectus_abdominis,hip_flexors|obliques,hypertrophy|endurance,core|calisthenics,5.0,False,True,"A full-body crunch performed from a floor-hover position, lifting both legs and torso simultaneously to touch hands to feet.",Lie face-up on the floor with arms extended overhead and legs extended straight. | Simultaneously lift the torso and the straight legs off the floor. | Reach the hands up toward the feet as the feet rise — meet above the hips. | Lower the torso and legs back to the floor under control. | Repeat for the recommended number of repetitions.,images/flat/jackknife-sit-up-start.webp,images/flat/jackknife-sit-up-peak.webp,
jump-rope,Jump Rope,Seilspringen,Saltar la Cuerda,cardio,dynamic,compound,beginner,jump_rope,full_body,gastrocnemius|soleus,forearm_flexors|quadriceps,endurance,full_body|warm_up|conditioning,11.8,False,False,"A classic cardio drill that trains calves, ankles, and timing with a rope and rhythmic hops.","Hold a jump rope handle in each hand with the rope behind you. | Swing the rope overhead and forward in a smooth arc. | Hop just high enough for the rope to pass under your feet. | Land softly on the balls of the feet, knees slightly bent. | Keep a steady rhythm for the prescribed interval.",,,images/flat/jump-rope-main.webp
jump-squat,Jump Squat,Jump Squat,Sentadilla con Salto,plyometrics,dynamic,compound,beginner,,upper_legs,gluteus_maximus|quadriceps,gastrocnemius|hamstrings,power|endurance,leg_day|conditioning,7.0,False,True,A plyometric bodyweight squat where you explode upward into a vertical jump.,"Stand with feet shoulder-width apart. | Drop into a quarter-squat with the arms back. | Explode upward, swinging the arms up and jumping as high as you can. | Land softly back into a quarter-squat to absorb impact. | Repeat without pausing for the prescribed reps.",images/flat/jump-squat-start.webp,images/flat/jump-squat-peak.webp,
jumping-jacks,Jumping Jacks,Hampelmann,Saltos de Tijera,cardio,dynamic,compound,beginner,,full_body,gastrocnemius|gluteus_medius|lateral_deltoid,abductors|quadriceps|soleus,endurance,full_body|warm_up,8.0,False,True,"This classic full-body dynamic exercise elevates heart rate and targets the calves, shoulders, quads, and glutes, making it an excellent warm-up or conditioning movement.","Stand tall with feet together and arms at your sides. | Simultaneously jump your feet out wide and raise your arms overhead. | Ensure your arms meet or nearly meet above your head. | Jump your feet back together while lowering your arms to your sides. | Maintain a continuous, rhythmic motion.",images/flat/jumping-jacks-start.webp,images/flat/jumping-jacks-peak.webp,
kettlebell-bulgarian-split-squat,Kettlebell Bulgarian Split Squat,Kettlebell Bulgarian Split Squat,Sentadilla Búlgara con Kettlebell,strength,push,compound,intermediate,kettlebell,upper_legs,gluteus_maximus|quadriceps,gluteus_medius|hamstrings,hypertrophy|strength,leg_day,6.0,True,False,"This unilateral squat variation builds lower body strength, muscle, and stability by elevating the rear foot and holding a kettlebell, primarily targeting the quadriceps and glutes.","Stand facing away from a bench, placing one foot on it behind you, laces down. Hold a kettlebell in the opposite hand. | Maintain an upright torso and engage your core. | Lower your body by bending both knees, allowing your front knee to track over your toes. | Descend until your front thigh is parallel to the floor or slightly below, keeping your rear knee close to the ground. | Drive through your front heel to return to the starting position, extending your hips and knees. | Complete all reps per side before switching.",images/flat/kettlebell-bulgarian-split-squat-start.webp,images/flat/kettlebell-bulgarian-split-squat-peak.webp,
kettlebell-close-grip-floor-press,Kettlebell Close-Grip Floor Press,Kettlebell Floor Press enger Griff,Press de Suelo con Agarre Cerrado con Pesa Rusa,strength,push,compound,intermediate,kettlebell,upper_arms,triceps_brachii,anterior_deltoid|pectoralis_major,hypertrophy|strength,push_day|arm_day,6.0,False,False,"A floor press performed with a single kettlebell gripped close together with both hands. The narrow grip and the floor stop on the elbows shift emphasis off the chest and onto the triceps, with no shoulder hyperextension.","Lie on your back on the floor with the knees bent and feet flat. | Hold a single kettlebell by the handle with both hands, close together, the bell resting on the chest with elbows tucked tight to the ribs. | Brace the core and press the kettlebell straight up until the arms are fully extended. | Lower under control until the upper arms touch the floor and pause briefly. | Press back up to lockout. | Repeat for the recommended number of repetitions.",images/flat/kettlebell-close-grip-floor-press-start.webp,images/flat/kettlebell-close-grip-floor-press-peak.webp,
kettlebell-deadlift,Kettlebell Deadlift,Kettlebell-Kreuzheben,Peso muerto con pesa rusa,strength,pull,compound,intermediate,kettlebell,back,erector_spinae|gluteus_maximus|hamstrings,forearm_flexors|quadriceps,hypertrophy|strength,shoulder_safe|knee_safe,6.0,False,False,"A foundational hip-hinge pull lifting a kettlebell from the floor, training the glutes, hamstrings, and lower back.",Stand with feet shoulder-width apart and kettlebell between your feet. | Hinge at the hips and bend your knees to grip the handle. | Brace your core and set your back flat. | Drive through your heels to stand up with the kettlebell. | Lock out at the top with shoulders pulled back. | Lower the kettlebell back to the floor with control.,images/flat/kettlebell-deadlift-start.webp,images/flat/kettlebell-deadlift-peak.webp,
kettlebell-farmers-walk,Kettlebell Farmer's Walk,Kettlebell-Farmer's Walk,Paseo del Granjero con Pesa Rusa,strongman,push,compound,intermediate,kettlebell,full_body,forearm_flexors|trapezius,erector_spinae|gluteus_maximus|quadriceps|rectus_abdominis,strength|power,knee_safe,5.5,False,False,"A loaded carry with heavy kettlebells at the sides, building grip strength and full-body stability.","Stand between two heavy dumbbells or farmer handles. | Hinge and grip the handles firmly with a neutral grip. | Stand tall with shoulders back and core braced. | Walk forward with short, controlled steps. | Maintain an upright posture throughout the walk. | Set the weights down at the end of the distance.",,,images/flat/kettlebell-farmers-walk-main.webp
kettlebell-floor-press,Kettlebell Floor Press,Kettlebell Floor Press,Press de suelo con pesas rusas,strength,push,compound,intermediate,kettlebell,chest,pectoralis_major,anterior_deltoid|triceps_brachii,hypertrophy|strength,push_day,6.0,False,False,"A two-arm chest press performed lying on the floor with a kettlebell in each hand. The floor caps the ROM (triceps hit the floor before full stretch), making it shoulder-friendly and a great home option.","Lie on your back on the floor with knees bent, feet flat. | Hold a kettlebell in each hand at the chest, bells resting on the outer forearms. | Press both kettlebells straight up until the arms are fully extended. | Lower under control until the triceps touch the floor — do not bounce. | Repeat for the recommended number of repetitions.",images/flat/kettlebell-floor-press-start.webp,images/flat/kettlebell-floor-press-peak.webp,
kettlebell-goblet-lunge,Kettlebell Goblet Lunge,Kettlebell Goblet Ausfallschritt,Zancada Goblet con Kettlebell,strength,push,compound,beginner,kettlebell,upper_legs,gluteus_maximus|quadriceps,gluteus_medius|hamstrings,hypertrophy|strength,leg_day,6.0,True,False,"This unilateral compound exercise strengthens the quadriceps, glutes, and hamstrings by performing a lunge while holding a kettlebell in the goblet position, improving lower body strength and stability.","Stand tall holding a kettlebell by its horns at chest height, elbows tucked, in the goblet position. | Take a controlled step forward with one leg, lowering your hips until both knees are bent at approximately 90 degrees. | Ensure your front knee is stacked over your ankle and your rear knee hovers just above the floor. | Drive through your front heel to return to the starting position, maintaining balance and core tension. | Complete all repetitions on one side before switching, or alternate legs per set.",images/flat/kettlebell-goblet-lunge-start.webp,images/flat/kettlebell-goblet-lunge-peak.webp,
kettlebell-halo,Kettlebell Halo,Kettlebell Halo,Halo con pesa rusa,strength,dynamic,isolation,beginner,kettlebell,shoulders,lateral_deltoid,posterior_deltoid|trapezius,rehabilitation|endurance,shoulder_safe,5.0,False,False,"A shoulder-mobility drill where a kettlebell is circled around the head. Warms up the rotator cuff, thoracic spine, and shoulder girdle with minimal load.","Stand tall, core braced, holding a light kettlebell by the horns (upside down) at chest height. | Raise the bell to one side of your head and pass it around the back in a smooth circle. | Bring it back to the starting position in front of your face. | Reverse direction every few reps. | Repeat for the recommended number of repetitions or time.",images/flat/kettlebell-halo-start.webp,images/flat/kettlebell-halo-peak.webp,
kettlebell-hammer-curl,Kettlebell Hammer Curl,Kettlebell-Hammer-Curl,Curl martillo con pesa rusa,strength,pull,isolation,beginner,kettlebell,upper_arms,biceps_brachii|brachialis,brachioradialis,hypertrophy,arm_day|pull_day,5.0,True,False,A neutral-grip curl gripping the handle of a kettlebell so that the bell hangs alongside the wrist. The offset mass and neutral grip bias the brachialis and brachioradialis.,"Stand holding a kettlebell in one hand, gripping the handle in a neutral position (palm facing the body). | The bell rests on or beside the forearm. | Keep the elbow tucked to the side and curl the bell up toward the shoulder. | Squeeze at the top, then lower under control. | Complete all reps on one side, then switch.",images/flat/kettlebell-hammer-curl-start.webp,images/flat/kettlebell-hammer-curl-peak.webp,
kettlebell-hip-thrust,Kettlebell Hip Thrust,Kettlebell-Hip-Thrust,Empuje de Cadera con Kettlebell,strength,push,compound,beginner,kettlebell,upper_legs,gluteus_maximus,hamstrings|quadriceps,hypertrophy|strength,leg_day|glute_focus|requires_bench,6.0,False,False,"This exercise effectively targets the gluteus maximus and hamstrings, using a kettlebell to add resistance for powerful hip extension and glute development.","Sit on the floor with your upper back against a bench, knees bent, and feet flat. | Place a kettlebell across your hips, holding it securely with both hands. | Drive through your heels, lifting your hips off the floor until your body forms a straight line from shoulders to knees. | Squeeze your glutes forcefully at the top of the movement. | Slowly lower your hips back down to the starting position with control.",images/flat/kettlebell-hip-thrust-start.webp,images/flat/kettlebell-hip-thrust-peak.webp,
kettlebell-lunge-press,Kettlebell Lunge Press,Kettlebell-Ausfallschritt mit Drücken,Zancada con press de pesa rusa,strength,push,compound,intermediate,kettlebell,full_body,anterior_deltoid|gluteus_maximus|quadriceps,hamstrings|rectus_abdominis|triceps_brachii,hypertrophy|strength,lower_back_safe|no_axial_load|knee_safe,6.0,True,False,"A combination exercise pressing a kettlebell overhead with one arm while lunging, training legs, shoulders, and core.","Hold a kettlebell at shoulder height with one arm. | Step forward into a lunge with the opposite leg. | As you lunge, press the kettlebell overhead. | Lock out the arm at the top of the press. | Step back to standing while lowering the kettlebell. | Complete reps on one side, then switch.",images/flat/kettlebell-lunge-press-start.webp,images/flat/kettlebell-lunge-press-peak.webp,
kettlebell-offset-reverse-lunge-and-press,Kettlebell Offset Reverse Lunge and Press,Kettlebell-Rückwärtsausfallschritt und Drücken (versetzt),Zancada inversa con press desequilibrado de pesa rusa,strength,push,compound,intermediate,kettlebell,full_body,anterior_deltoid|gluteus_maximus|quadriceps,hamstrings|obliques|triceps_brachii,hypertrophy|strength,lower_back_safe|no_axial_load|knee_safe,6.0,True,False,"A reverse lunge with a single kettlebell pressed overhead, the offset load challenging balance and core stability.","Hold a kettlebell at shoulder height on one side. | Step backward into a reverse lunge with the opposite leg. | As you reach the bottom of the lunge, press the kettlebell overhead. | Drive through your front heel to return to standing. | Lower the kettlebell back to shoulder height. | Complete reps on one side, then switch.",images/flat/kettlebell-offset-reverse-lunge-and-press-start.webp,images/flat/kettlebell-offset-reverse-lunge-and-press-peak.webp,
kettlebell-overhead-tricep-extension,Kettlebell Overhead Tricep Extension,Kettlebell-Trizepsdrücken über Kopf,Extensión de tríceps por encima de la cabeza con pesa rusa,strength,push,isolation,intermediate,kettlebell,upper_arms,triceps_brachii,,hypertrophy,arm_day|push_day,5.0,False,False,An overhead tricep extension holding a kettlebell by the horns with both hands. The offset load pulls the bell behind the head for a deep long-head stretch.,"Stand or sit holding a kettlebell by the horns (upside down) with both hands overhead. | Arms fully extended, bell above the head. | Bend only the elbows to lower the bell behind the head in a controlled arc. | Keep the upper arms vertical and close to the head; only the forearms move. | Extend the elbows to return the bell overhead. | Repeat for the recommended number of repetitions.",images/flat/kettlebell-overhead-tricep-extension-start.webp,images/flat/kettlebell-overhead-tricep-extension-peak.webp,
kettlebell-pistol-squat,Kettlebell Pistol Squat,Kettlebell-Pistolkniebeuge,Sentadilla pistola con pesa rusa,strength,push,compound,advanced,kettlebell,upper_legs,gluteus_maximus|quadriceps,gluteus_medius|hamstrings|rectus_abdominis,hypertrophy|strength,lower_back_safe|shoulder_safe|no_axial_load,6.0,True,False,An advanced single-leg squat performed holding a kettlebell at the chest for counterbalance.,"Hold a kettlebell at your chest with both hands. | Stand on one leg with the other leg extended forward. | Lower your hips down into a one-legged squat. | Keep your raised leg off the floor throughout. | Drive through your standing heel to return to standing. | Complete reps on one side, then switch.",images/flat/kettlebell-pistol-squat-start.webp,images/flat/kettlebell-pistol-squat-peak.webp,
kettlebell-pullover,Kettlebell Pullover,Kettlebell-Pullover,Pullover con pesa rusa,strength,pull,compound,intermediate,kettlebell,back,latissimus_dorsi|pectoralis_major,serratus_anterior|triceps_brachii,hypertrophy|strength,pull_day|requires_bench,6.0,False,False,"A pullover on a flat bench with a kettlebell held by the horns. The deep overhead stretch hits the lats, long-head triceps, and serratus.","Lie on a flat bench holding a kettlebell by the horns with both hands above the chest, arms nearly straight (slight elbow bend). | Keeping the elbow angle fixed, lower the bell overhead in an arc until the upper arms are in line with the torso. | Pull the bell back above the chest along the same arc. | Repeat for the recommended number of repetitions.",images/flat/kettlebell-pullover-start.webp,images/flat/kettlebell-pullover-peak.webp,
kettlebell-reverse-lunge,Kettlebell Reverse Lunge,Kettlebell-Ausfallschritt nach hinten,Zancada Inversa con Kettlebell,strength,push,compound,beginner,kettlebell,upper_legs,gluteus_maximus|quadriceps,gluteus_medius|hamstrings|obliques,hypertrophy|strength,leg_day,6.0,True,False,"This compound unilateral exercise builds lower body strength and stability, primarily targeting the glutes and quads while engaging hamstrings, glute medius, and obliques.","Stand tall with a kettlebell held in one hand, arm extended down, on the same side as the leg that will lunge back. | Step one leg straight back, lowering your hips until both knees are bent at approximately 90 degrees. | Keep your front shin vertical and your chest upright, ensuring your back knee hovers just above the floor. | Drive through your front heel to return to the starting position. | Complete all reps per side before switching to the other side.",images/flat/kettlebell-reverse-lunge-start.webp,images/flat/kettlebell-reverse-lunge-peak.webp,
kettlebell-rotational-lunge,Kettlebell Rotational Lunge,Kettlebell-Rotationsausfallschritt,Zancada rotacional con pesa rusa,strength,push,compound,intermediate,kettlebell,upper_legs,gluteus_maximus|quadriceps,gluteus_medius|hamstrings|obliques,hypertrophy|strength,shoulder_safe|lower_back_safe|no_axial_load|knee_safe,6.0,True,False,"A lateral lunge holding a kettlebell, adding a torso rotation to work the legs and obliques together.","Hold a kettlebell with both hands at your chest. | Step to one side into a lateral lunge. | Rotate your torso toward the lunging leg. | Bring the kettlebell down toward the bent knee. | Push off the lunging leg to return to center. | Complete reps on one side, then switch.",images/flat/kettlebell-rotational-lunge-start.webp,images/flat/kettlebell-rotational-lunge-peak.webp,
kettlebell-russian-twist,Kettlebell Russian Twist,Kettlebell Russian Twist,Giro ruso con pesa rusa,strength,push,compound,intermediate,kettlebell,core,obliques,hip_flexors|rectus_abdominis,hypertrophy|strength,knee_safe|shoulder_safe|no_axial_load,6.0,False,False,A seated rotational core exercise twisting a kettlebell from side to side with the feet lifted.,"Sit on the floor with your knees bent and feet lifted off the ground. | Hold a kettlebell with both hands in front of your chest. | Lean back slightly to engage your core. | Rotate your torso to one side, bringing the kettlebell next to your hip. | Rotate to the opposite side in a controlled motion. | Repeat for the desired number of reps.",images/flat/kettlebell-russian-twist-start.webp,images/flat/kettlebell-russian-twist-peak.webp,
kettlebell-shrug,Kettlebell Shrug,Kettlebell-Schulterheben,Encogimiento de Hombros con Kettlebell,strength,pull,isolation,beginner,kettlebell,back,trapezius,forearm_flexors,hypertrophy,pull_day,5.0,False,False,"This isolation exercise targets the upper trapezius muscles by elevating the shoulders, enhancing shoulder stability and neck strength.","Stand tall with feet hip-width apart, holding a kettlebell in each hand with palms facing your body. | Keep your arms straight and shoulders relaxed. | Elevate your shoulders straight up towards your ears, squeezing your traps at the top. | Hold the contraction briefly. | Slowly lower your shoulders back to the starting position with control. | Repeat for the desired number of repetitions.",images/flat/kettlebell-shrug-start.webp,images/flat/kettlebell-shrug-peak.webp,
kettlebell-single-leg-deadlift,Kettlebell Single Leg Deadlift,Kettlebell-Einbein-Kreuzheben,Peso muerto a una pierna con pesa rusa,strength,pull,compound,intermediate,kettlebell,back,gluteus_maximus|hamstrings,erector_spinae|gluteus_medius,hypertrophy|strength,shoulder_safe|knee_safe,6.0,True,False,"A single-leg hip hinge holding a kettlebell, training the hamstrings and glutes while challenging balance.","Hold a kettlebell in one hand and stand on the opposite leg. | Hinge at the hip and lower the kettlebell toward the floor. | Extend your free leg straight back for balance. | Lower until your torso is parallel to the floor. | Drive through your standing heel to return to standing. | Complete reps on one side, then switch.",images/flat/kettlebell-single-leg-deadlift-start.webp,images/flat/kettlebell-single-leg-deadlift-peak.webp,
kettlebell-skull-crusher,Kettlebell Skull Crusher,Kettlebell-Skull-Crusher,Skull crusher con pesa rusa,strength,push,isolation,intermediate,kettlebell,upper_arms,triceps_brachii,,hypertrophy,arm_day|push_day|requires_bench,5.0,False,False,"A skull crusher lying on a flat bench, holding a kettlebell by the horns with both hands. The offset mass hangs below the wrists, adding a grip and control challenge.","Lie on a flat bench holding a kettlebell by the horns with both hands, arms extended above the chest. | Bend only the elbows to lower the bell toward the forehead in a controlled arc. | Keep the upper arms vertical; only the forearms move. | Extend the elbows to press the bell back up. | Repeat for the recommended number of repetitions.",images/flat/kettlebell-skull-crusher-start.webp,images/flat/kettlebell-skull-crusher-peak.webp,
kettlebell-sumo-deadlift,Kettlebell Sumo Deadlift,Kettlebell-Sumo-Kreuzheben,Peso muerto sumo con pesa rusa,strength,pull,compound,beginner,kettlebell,upper_legs,gluteus_maximus|quadriceps,adductors|erector_spinae|hamstrings|trapezius,hypertrophy|strength,leg_day|pull_day,6.0,False,False,A wide-stance deadlift with a single kettlebell between the feet. The wide stance and close-to-body load make this a quad-and-glute-dominant pattern that is easy to learn.,"Stand in a wide stance with toes pointed slightly out, a kettlebell on the floor between the feet. | Hinge down with a flat back, knees tracking over the toes, and grip the handle with both hands. | Drive through the floor and extend the hips and knees together to stand up. | Squeeze the glutes at the top. | Lower the bell under control back to the floor by pushing the hips back. | Repeat for the recommended number of repetitions.",images/flat/kettlebell-sumo-deadlift-start.webp,images/flat/kettlebell-sumo-deadlift-peak.webp,
kettlebell-sumo-high-pull,Kettlebell Sumo High Pull,Kettlebell-Sumo-High-Pull,Jalón sumo al mentón con pesa rusa,strength,pull,compound,intermediate,kettlebell,shoulders,trapezius,gluteus_maximus|hamstrings|lateral_deltoid|posterior_deltoid,power|hypertrophy,,6.0,False,False,"A wide-stance kettlebell pull from the floor to chin height, combining a hinge with an upright row for explosive upper-trap development.","Stand with feet wider than shoulder-width, toes slightly turned out, a kettlebell on the floor between the feet. | Hinge down and grip the handle with both hands. | Drive through the feet and extend the hips explosively to pull the kettlebell up. | As it rises, pull the elbows up and out until the handle reaches chin height. | Lower the kettlebell back between the legs under control. | Repeat for the recommended number of repetitions.",images/flat/kettlebell-sumo-high-pull-start.webp,images/flat/kettlebell-sumo-high-pull-peak.webp,
